FIPS,COUNTYNAME,N1,A00100,A00200,A00900,A01000,A01700,A02300,A02500,A26270,A19300,A19700,A10300,A59660,N59660,A11070
18151,Steuben County,17300,1076024,693625,23912,69880,77717,27935,49897,86881,6563,9136,123260,5136,2410,3160
18153,Sullivan County,10230,457735,325563,7729,15832,43467,11490,21832,6503,711,1897,39760,3386,1520,1851
18155,Switzerland County,4430,213972,160139,6722,3953,24731,9281,8016,2600,610,282,18520,1762,740,984
18157,Tippecanoe County,80350,5012742,3615865,112515,201185,352093,107094,187784,221866,24824,61805,564532,26371,11750,16759
18159,Tipton County,7910,450828,320972,10141,7008,39735,11700,22392,15877,1395,2940,42332,2061,1000,1273
18161,Union County,3460,171295,122104,6040,2904,13856,4059,7329,5295,254,327,14726,1152,520,677
18163,Vanderburgh County,91070,5210875,3593756,123758,259125,332415,129512,205686,323859,18024,57315,587495,33428,15370,17834
18165,Vermillion County,7690,377995,267081,7435,5970,41571,10051,18879,8025,569,1312,32126,2949,1290,1525
18167,Vigo County,49210,2597669,1750340,63831,251944,216599,73118,111003,35632,7704,24319,273597,20885,9190,10598
18169,Wabash County,15480,862749,565715,18230,23447,58992,17544,38413,76125,1725,7173,87169,4944,2250,3181
18171,Warren County,4160,240436,168934,4314,4545,20157,4517,11203,10774,425,911,25126,1284,560,738
18173,Warrick County,32110,2710744,1854762,75174,139760,153802,36684,94401,213806,12969,29052,376024,7674,3570,4666
18175,Washington County,13300,628745,476597,20542,12835,48900,20881,22586,17325,1496,3044,53460,5246,2420,3017
18177,Wayne County,31510,1499950,1079095,45575,45200,111327,39491,65442,56965,3761,11465,141542,13420,5950,7571
18179,Wells County,13790,781623,546883,16331,26134,51414,15572,33631,42991,2027,10610,70481,4066,1820,2965
18181,White County,12530,683851,464859,13815,26947,52880,14022,32208,41756,2193,3823,68396,4226,1940,2823
18183,Whitley County,17460,1077505,783547,19761,39976,73591,20780,43046,43410,3779,8891,110491,4301,2010,2866
19001,Adair County,3630,197127,133166,7408,8874,14842,5168,10332,6137,333,658,19604,1031,470,769
19003,Adams County,1790,90252,60852,3214,5059,7753,2158,4736,4517,0,162,9176,604,270,419
19005,Allamakee County,6800,344046,246236,11461,23048,28031,11572,18337,21643,810,1387,33757,2008,870,1605
19007,Appanoose County,5760,272764,193288,9663,12933,27248,8899,12682,14922,479,785,25951,2182,1010,1342
19009,Audubon County,2750,159972,90606,5615,10176,8929,2768,8577,15472,259,736,18827,805,370,579
19011,Benton County,12340,823943,577789,18777,23873,54196,19593,37153,34481,3195,4163,81612,2675,1230,1879
19013,Black Hawk County,61430,3946602,2612417,91603,175209,305235,120072,175756,224287,17135,37984,449259,20297,9080,11900
19015,Boone County,12950,854153,590075,15665,26001,72683,17210,39556,42764,4150,6258,86125,2730,1320,1933
19017,Bremer County,11340,816002,553866,21347,28775,64890,17220,41743,34953,3532,7412,86109,1939,970,1552
19019,Buchanan County,9690,606769,400612,15877,17239,42198,15802,26266,58730,1529,3584,61742,2241,1050,1595
19021,Buena Vista County,9900,567065,400279,13793,15864,28929,11760,22079,33543,1337,2895,53877,3731,1580,2781
19023,Butler County,6850,412432,271672,12074,14924,30786,10304,23226,11020,1149,2381,39228,1556,740,1143
19025,Calhoun County,4670,262211,166190,7146,9062,18171,4152,15077,10061,588,1107,25601,1243,560,909
19027,Carroll County,10210,665411,419412,23954,25257,34422,13747,31078,52096,2677,6289,75083,2283,1130,1799
19029,Cass County,6340,360874,226771,8991,15353,26055,7993,19674,28194,823,3383,37419,2194,970,1352
19031,Cedar County,9200,595458,417067,14271,17842,44487,12846,27774,21862,2075,2090,61263,1897,910,1327
19033,Cerro Gordo County,21160,1387457,886017,32063,71747,94447,36541,63583,102527,5830,10778,160877,5637,2860,3448
19035,Cherokee County,5740,338847,215527,7116,13256,22302,5735,19940,22675,654,2209,33979,1343,760,1006
19037,Chickasaw County,5740,347336,226818,8823,15891,21082,9334,16806,27990,696,1692,37389,1173,620,1085
19039,Clarke County,4540,232413,175311,5587,7676,18678,7660,9034,3905,678,870,19881,1579,710,1060
19041,Clay County,8170,509354,324256,14600,14365,29891,11265,24740,28537,1982,4516,56034,2388,1110,1612
19043,Clayton County,8420,478828,312126,16107,22119,37301,14191,24331,37582,1115,1907,47222,1940,1010,1559
19045,Clinton County,22920,1293179,899726,22711,46966,115163,43921,61255,37546,4030,7837,125523,7852,3540,4280
19047,Crawford County,7760,440881,301520,9297,13606,24969,9085,20534,21853,759,2156,41306,2571,1140,2083
19049,Dallas County,49580,5465723,3837575,117071,345725,208237,77615,123644,548308,55302,63418,849297,8155,3740,5947
19051,Davis County,3730,197178,129850,18023,10161,14443,4142,7724,17696,473,1424,17604,1063,470,764
19053,Decatur County,3180,148150,102160,4575,10025,14540,4720,7667,10764,340,1242,13127,1447,610,855
19055,Delaware County,8450,507841,360853,19961,24020,32198,13396,22969,23033,1332,2313,51003,1868,870,1393
19057,Des Moines County,19460,1085773,712589,23117,41818,96072,43093,54394,56525,3852,9345,110523,7639,3330,4108
19059,Dickinson County,9360,746016,407347,25007,44644,52607,15991,42391,67617,6187,9555,99149,1668,880,1137
19061,Dubuque County,48760,3439375,2220388,56315,261882,221074,106689,134966,321432,14170,39914,412147,12543,5880,7695
19063,Emmet County,4490,240195,156878,7994,6596,15082,8164,12690,9296,273,844,22243,1261,610,913
19065,Fayette County,9020,481873,312374,13342,33051,34257,16305,24527,26462,826,2686,48487,2789,1260,1863
19067,Floyd County,7440,419442,282206,8670,13538,29490,13351,21731,21663,998,2167,39595,2190,1020,1467
19069,Franklin County,4570,266290,165839,8319,14678,18071,5480,14465,11734,424,1472,27451,1525,690,1074
19071,Fremont County,3250,202818,136354,4430,5322,13905,2566,10744,11058,513,540,20413,935,400,611
19073,Greene County,4270,237962,155208,5930,11619,18527,6554,13859,12931,503,1348,24255,1452,600,953
19075,Grundy County,5910,427424,272132,12793,16283,28970,8219,21529,20120,1296,2900,47722,1108,520,889
19077,Guthrie County,5300,381564,242661,9016,18773,26639,8025,18581,33731,1926,2905,45966,1295,620,919
19079,Hamilton County,7210,431427,297844,10442,10680,29528,8989,20573,29127,1068,3257,44334,1772,830,1423
19081,Hancock County,5210,322917,203886,7353,13443,19279,8728,16948,22947,558,1546,33949,1341,620,995
19083,Hardin County,8090,440244,299236,14518,13362,32232,10075,24556,25570,918,4109,47349,2228,1050,1541
19085,Harrison County,6890,428874,307757,10204,15240,29185,6977,19056,18314,1548,1627,45285,1866,880,1381
19087,Henry County,9180,491519,338422,10652,15226,41950,15117,25973,18600,1780,3059,45134,3032,1320,1982
19089,Howard County,4650,236020,167765,7155,7595,16391,6965,12768,11385,382,1190,22379,1173,570,955
19091,Humboldt County,4580,301836,192339,7067,8476,16249,5778,13898,34004,806,1566,33672,1135,540,898
19093,Ida County,3330,244779,139033,4544,13257,10101,3393,11031,31601,328,1445,30956,889,400,681
19095,Iowa County,8060,522735,364594,12061,19523,37554,14553,23237,26522,2182,2960,54012,1578,730,1257
19097,Jackson County,9610,540744,376438,14609,29611,44238,20350,25337,36354,1747,2607,55359,2699,1230,1715
19099,Jasper County,17600,1096045,757596,20031,32322,82791,30814,49811,54920,3732,7400,107887,4628,2150,3340
19101,Jefferson County,7610,403311,255704,14050,40413,27257,19391,22994,25970,1767,6420,46133,2177,1160,1277
19103,Johnson County,69540,5624961,3797935,141340,466028,351655,117483,199934,292099,46993,69344,750796,14697,7170,9131
19105,Jones County,9460,573688,387542,13880,24325,41910,17953,26902,41581,1855,2584,60044,2318,1120,1625
19107,Keokuk County,4610,239777,168822,6298,9260,16412,7489,12522,6924,360,633,21077,1537,700,1059
19109,Kossuth County,7350,470222,281537,11389,19321,28656,8940,23266,39778,1349,3970,51532,1676,810,1232
19111,Lee County,15810,879471,574520,15808,19989,80678,29751,43550,77211,2367,5583,91315,5791,2560,3226
19113,Linn County,112610,8085935,5657437,167529,352749,532168,220503,310835,415999,45592,85067,942290,30081,14090,18587
19115,Louisa County,5190,288149,206994,5113,6111,21495,7480,14589,9636,717,1099,25151,1551,720,1046
19117,Lucas County,4090,212147,150068,8291,7749,19215,5723,10511,4248,462,826,19530,1465,610,1025
19119,Lyon County,5390,357835,239957,11137,14214,13603,4608,14218,37360,1188,4370,38154,1152,530,1403
19121,Madison County,7890,598700,429150,18142,24607,38114,12351,22025,30342,5685,4064,67978,1610,760,1310
19123,Mahaska County,9950,616984,422174,12389,18233,37569,17415,24681,38412,1630,7134,61405,2921,1320,2147
19125,Marion County,15410,1104468,761336,20889,36565,84398,25174,46650,50731,5476,19537,118846,3397,1560,2520
19127,Marshall County,18500,1061013,742482,16892,39009,83276,31634,50079,41399,2420,9021,98488,6438,2810,4908
19129,Mills County,6860,498803,354678,9806,14849,46388,6988,22989,31314,3879,4307,61814,1503,670,1178
19131,Mitchell County,4980,308652,196366,11976,14098,18932,6331,15301,19776,785,1878,32344,1104,540,930
19133,Monona County,4180,228319,149968,5291,6025,16124,5235,12569,10308,536,713,23111,1374,650,878
19135,Monroe County,3620,204499,141948,2929,16439,19333,6066,8444,10613,474,722,19710,999,460,686
19137,Montgomery County,4980,264523,170970,6722,10035,24030,6955,14785,12238,558,981,25371,1781,810,1133
19139,Muscatine County,21430,1263087,897441,20836,36298,93054,36406,53760,38639,4254,9533,123738,6999,3190,4371
19141,O'Brien County,6780,421285,268722,11507,14405,19659,7193,20919,31993,1075,4386,44442,1749,820,1446
19143,Osceola County,2890,157636,112067,4484,4584,8425,3241,7810,8993,219,1030,15113,773,350,686
19145,Page County,7180,370859,230131,8401,15582,29424,9326,20657,18843,746,1882,35523,2260,1030,1451
19147,Palo Alto County,4280,232559,153483,7859,11975,17431,6070,12924,15293,521,1180,24144,1184,560,909
19149,Plymouth County,12570,878884,604527,20977,38448,45193,14332,36080,58417,3371,9944,100756,2870,1300,2230
19151,Pocahontas County,3300,181289,115054,5171,3830,11719,4394,11326,7915,91,1227,16910,1118,470,770
19153,Polk County,266910,19203987,13465164,449668,1415358,1022412,486131,569887,1117423,134789,260970,2516861,66876,30130,45118
19155,Pottawattamie County,44710,2696088,1949167,50367,84135,211533,66110,115253,103424,13677,17437,274285,14077,6460,9094
19157,Poweshiek County,8580,533362,355060,8705,23427,37867,13202,29046,36610,2376,5204,55558,2055,970,1353
19159,Ringgold County,2120,107717,73907,3747,13691,10955,2687,6606,6147,379,441,13368,753,340,474
19161,Sac County,4910,296358,178690,7862,14747,17850,4873,16583,16561,606,947,30474,1189,580,879
19163,Scott County,85820,6281595,4289911,143131,297454,524421,176590,230872,268081,40342,59243,795717,28717,12450,15297
19165,Shelby County,5880,373700,235052,9139,15762,21404,6093,18684,29622,854,1909,41781,1519,680,1039
19167,Sioux County,14870,1138863,728048,24164,58089,34312,15347,40666,199279,5066,31998,135447,2685,1290,3525
19169,Story County,39450,2863474,1950599,59229,137373,224963,52825,125839,127881,16626,43145,332716,6256,3310,4559
19171,Tama County,8620,469556,313577,10044,22093,33740,12778,23141,16644,689,1173,44691,2471,1120,1763
19173,Taylor County,2750,135208,92382,5215,6393,11571,3434,6337,3124,0,411,13720,920,420,645
19175,Union County,5630,285464,199763,7887,12406,25766,10353,14648,11582,797,1374,25699,2013,950,1320
19177,Van Buren County,3290,163734,106027,6105,7057,16322,4859,7952,10801,371,1242,15276,1181,500,768
19179,Wapello County,16400,837709,627681,9822,21065,69418,29502,35238,26479,1639,3562,73190,6573,3010,4191
19181,Warren County,25350,1994382,1470946,49474,68733,138594,41907,74023,87820,16764,16458,228193,4700,2260,3635
19183,Washington County,10690,675892,442086,23137,27272,42834,14387,30618,55837,2845,7171,67174,2777,1270,2116
19185,Wayne County,2870,129217,90674,11380,8056,12516,3430,6900,2657,310,470,12062,960,420,687
19187,Webster County,19160,972237,657394,16682,37882,63375,25822,43072,52416,2874,8475,101164,5707,2580,3369
19189,Winnebago County,5110,288625,186766,6382,11789,20497,10871,15376,7494,447,1365,27160,1358,670,971
19191,Winneshiek County,9460,591446,396965,18199,38685,46595,18239,32298,40744,2646,4732,66055,1582,860,1242
19193,Woodbury County,50450,2828902,2081971,53472,72285,166684,74773,104481,169056,9666,22447,280451,20640,8980,13155
19195,Worth County,3620,212019,138414,4384,6136,14090,6588,10188,9138,304,477,19694,841,410,653
19197,Wright County,5860,330057,214461,8423,11547,23272,8167,17875,15471,712,1812,30814,1972,810,1492
20001,Allen County,6130,273069,194924,7111,13083,24888,6123,13108,8665,303,1521,24075,2541,1090,1427
20003,Anderson County,3700,174646,126716,8067,5820,16028,2741,8692,9040,303,785,16049,1388,620,1035
20005,Atchison County,7080,367708,266515,8151,12990,29158,7495,16694,10773,1151,2709,32816,2651,1150,1744
20007,Barber County,2090,91347,68048,4877,5773,8396,1228,5807,3764,0,750,10378,595,310,451
20009,Barton County,12190,635978,441399,13384,34493,33670,10728,29617,31549,926,5640,61739,4690,2060,3221
20011,Bourbon County,6420,268498,201855,8736,10768,24170,6534,13472,4793,619,1675,21217,3516,1400,2111
20013,Brown County,4520,229450,154027,6807,5854,16420,3831,11095,9813,401,1291,21535,1903,800,1256
20015,Butler County,31030,2246525,1534889,58825,162073,153900,50682,83605,122209,13116,24437,273795,8813,3890,6409
20017,Chase County,1180,66095,38177,2120,5337,6140,1434,3761,8149,0,683,7010,279,140,240
20019,Chautauqua County,1520,58027,45036,1967,3805,6128,1761,3623,-214,0,372,5684,779,320,497
20021,Cherokee County,8830,452681,306811,8767,11369,33945,10023,18386,43542,709,2289,46038,4347,1810,2449
20023,Cheyenne County,1270,56545,36476,1866,4896,4325,286,3472,3995,0,475,5918,416,180,300
20025,Clark County,930,52838,35286,1379,1777,2382,115,2411,2205,0,647,5081,265,110,210
20027,Clay County,4010,214425,138698,5438,10919,19004,3078,11313,12779,377,1972,19092,1130,500,864
20029,Cloud County,4230,198613,128765,5788,7700,14735,2634,10572,7194,178,753,16929,1571,720,1034
20031,Coffey County,4050,235513,175088,5223,6287,25897,3399,12404,4316,840,1355,23895,1255,530,755
20033,Comanche County,820,37862,25519,2038,2072,2871,162,2349,1350,0,113,3740,238,90,173
20035,Cowley County,15630,800419,553361,20530,24145,75706,22357,39599,29173,2034,6719,70547,7058,2860,4358
20037,Crawford County,17110,923295,606301,26716,33948,63123,16378,35685,76246,3138,9947,97636,7574,3280,4572
20039,Decatur County,1380,61582,39595,3107,3504,4755,538,3777,5424,0,0,6258,404,210,275
20041,Dickinson County,9100,489159,339490,9521,16808,49021,7304,22883,17821,1013,3650,43555,3000,1330,2163
20043,Doniphan County,3420,188242,133276,2061,4084,14588,2977,8774,11534,324,576,18019,1131,500,711
20045,Douglas County,54380,3715788,2560626,112886,215364,257413,73850,145005,205295,27770,46367,455326,12362,6530,7519
20047,Edwards County,1390,72480,46282,2930,3532,4528,578,3740,4245,0,0,7333,419,180,312
20049,Elk County,1150,46118,32254,1674,2112,6004,1221,2555,756,0,0,4124,466,220,267
20051,Ellis County,13490,796344,549583,26788,41504,45413,9584,34406,56141,2691,8850,89011,3289,1600,2348
20053,Ellsworth County,2820,147573,99002,3307,6291,11777,1450,8463,7993,218,746,14453,672,370,553
20055,Finney County,18010,1013604,762166,38559,39456,33462,10335,26858,78411,3180,8039,107752,7988,3350,5998
20057,Ford County,15720,848124,666396,27700,23541,32289,7601,24417,38723,1659,4899,80765,6832,2820,5573
20059,Franklin County,12450,673449,511099,19256,16539,51937,15906,27834,20567,3105,3536,61013,4271,1940,2829
20061,Geary County,17770,808297,662944,8924,12087,75336,13802,20798,9421,2071,4011,54040,9681,3780,7298
20063,Gove County,1360,68841,42556,3087,2895,3480,581,3941,7316,0,261,8079,376,160,357
20065,Graham County,1230,53685,35552,3176,3679,4553,755,3285,1929,0,133,5499,381,170,246
20067,Grant County,3240,176577,128096,9481,4324,9625,1701,6534,4337,354,1342,16723,1560,590,1234
20069,Gray County,2760,196092,116892,10303,7412,5558,640,7174,25299,332,2112,23999,695,320,684
20071,Greeley County,620,34704,22067,964,595,1671,0,1785,2386,0,118,3505,143,80,152
20073,Greenwood County,2850,132913,86983,3204,6641,12492,3040,7506,9333,163,719,12389,1086,480,654
20075,Hamilton County,1120,39698,37092,2148,4265,2515,230,2636,-41,0,215,5227,422,180,353
20077,Harper County,2560,108071,77642,3033,4910,10380,2064,6608,5047,0,766,9839,991,440,724
20079,Harvey County,16290,924285,653766,26165,23673,72111,17601,46382,39331,2995,12581,87949,4973,2230,3639
20081,Haskell County,1740,113737,64049,6582,6443,3405,516,4174,11816,104,1210,13918,591,250,506
20083,Hodgeman County,850,50320,30389,1986,3637,2277,0,2209,1750,0,138,5344,238,100,201
20085,Jackson County,6330,345074,252906,7931,11875,32291,8003,15091,16754,834,1335,31313,1984,880,1422
20087,Jefferson County,9020,542907,404175,13645,16925,56703,10375,25332,14124,2276,2416,51748,2179,1020,1620
20089,Jewell County,1440,70477,38015,2311,3375,5950,628,4774,4452,0,184,6673,410,200,325
20091,Johnson County,306960,34115380,22254733,929633,3329576,1471882,369781,948236,3234729,353630,590407,5581468,46528,24090,33122
20093,Kearny County,1790,104027,70045,4434,5142,5038,542,4256,6057,187,1273,11118,720,290,554
20095,Kingman County,3710,187191,133594,6739,9938,15597,3698,10152,7945,396,1637,18598,1091,490,757
